,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Fiction,Nonfiction,Young Adult,Childrens,New Adult,Fantasy,Erotica,History,Dystopia,Poetry,Biography,Manga,Thriller,Graphic Novels,Romance,university,relationships,break ups,divorce,weddings,death,family,friendship,labeled? ,Contains True?
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"37,196",10329469-wings-of-a-dream,Wings of a Dream,False,Anne Mateer (Goodreads Author),4.08,"Debut Author Delivers Sweet Heartwarming Historical Fiction Rebekah Hendricks dreams of a life far beyond her family's farm in Oklahoma, and when dashing aviator Arthur Samson promised adventure in the big city, she is quick to believe he's the man she's meant to marry. While she waits for the Great War to end and Arthur to return to her so they can pursue all their plans, her mother's sister falls ill. Rebekah seizes the opportunity to travel to Texas to care for Aunt Adabelle, seeing this chance to be closer to Arthur's training camp as God's approval of her plans. But the Spanish flue epidemic changes everything. Faced with her aunt's death, Arthur's indecisiveness, and four children who have no one else to care for them, Rebeka is torn between the desire to escape the type of life she's always led and the unexpected love that just might change the dream of her heart.",English,"9,780,000,000,000.00","['Christian Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Christian', 'Fiction', 'Historical Romance', 'Christian Historical Fiction', 'Christian Romance', 'World War I']",[],Paperback,False,319,Bethany House Publishers,September 1st 2011,False,[],"1,280","['494', '488', '229', '50', '19']",95.0,['Oklahoma (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298869983l/10329469.jpg,87,1,$1.59,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,True,False,True,False,False,1.0
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,"37,837",10831726-sacrifice,Sacrifice,The Descendants #2,Mayandree Michel,3.91,"War has never been won and love has never been saved without... sacrifice.As the new Empress of the Ischero Empire, Cordelia must keep her divine disciples safe, including Victor – her betrothed and only powerless demigod, from the threat of Hades’ Apolluon. While Cordelia awaits her anointment from Zeus, she finds solace in her growing relationship with Evan, who she loves, although he is not Zeus' choice. It seems like everything is falling into place until the Apolluon increase their attacks on the Ischero and the elders object to the mission for the search of her parents. Just when Cordelia believes things can’t get any worse, Victor vanishes and brings about a new threat to end her union with Evan for good, and the mortals begin to suspect that the Ischero are nothing like them at all, forcing Cordelia to consider relocating. Will the members ever find peace in a new city if familiar faces begin to emerge? In order to guarantee her empire's safety, Cordelia must decide between saving her empire and making the ultimate sacrifice without any help from the gods.",English,"9,780,000,000,000.00","['Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Greek Mythology', 'Paranormal', 'Historical Fiction', 'Demons', 'Magic', 'Historical']",[],Paperback,False,414,Mayandree Michel,August 27th 2012,8/25/2012,[],628,"['233', '188', '139', '54', '14']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331514091l/10831726.jpg,86,1,$18.95,False,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,"8,056",10822858-the-keeper-of-lost-causes,The Keeper of Lost Causes,Afdeling Q #1,"Jussi Adler-Olsen, Lisa Hartford (Translator)",3.99,"Carl Mørck used to be one of Copenhagen’s best homicide detectives. Then a hail of bullets destroyed the lives of two fellow cops, and Carl—who didn’t draw his weapon—blames himself. So a promotion is the last thing he expects. But Department Q is a department of one, and Carl’s got only a stack of Copenhagen’s coldest cases for company. His colleagues snicker, but Carl may have the last laugh, because one file keeps nagging at him: a liberal politician vanished five years earlier and is presumed dead. But she isn’t dead … yet.Darkly humorous, propulsive, and atmospheric, The Keeper of Lost Causes introduces American readers to the mega-bestselling series fast becoming an international sensation.",English,"9,780,000,000,000.00","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Scandinavian Literature', 'Denmark', 'Nordic Noir', 'Audiobook', 'Suspense']","['Carl Mørck', 'Hafez el-Assad', 'Rose Knudsen']",Hardcover,False,400,Dutton Adult,August 23rd 2011,9/12/2007,"['Barry Award for Best Novel (2012)', 'Prix du meilleur polar scandinave', 'Grand Prix des lectrices de Elle for roman policier (2012)', 'Sealed Room Award (2012)']","65,111","['19999', '29104', '12356', '2503', '1149']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388270380l/10822858.jpg,319,4,$3.18,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,"4,980",132336.Body_of_Evidence,Body of Evidence,Kay Scarpetta #2,Patricia Cornwell (Goodreads Author),4.02,"After months of menacing phone calls and feeling that her every move is being watched, successful writer Beryl Madison flees Key West when a terrifying message is scratched on her car. But the very night she returns to Richmond, she deactivates her burglar alarm and opens her door to someone who nearly decapitates her. Why did she let him in, wonders Chief Medical Examiner Dr. Kay Scarpetta? And, why is Beryl's latest manuscript missing? Persuing the answers involves Scarpetta in the murder of another writer - Beryl's jealous mentor. While she copes with a variety of personal and professional problems, Scarpetta's high-tech forensic skills enable her to collect a body of evidence - clues that would mean little without her intelligence, compassion, and imagination - that leads her directly into a nightmare all her own.",English,"9,780,000,000,000.00","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery', 'Detective', 'Adult', 'Audiobook']","['Kay Scarpetta', 'Pete Marino', 'Mark James', 'Benton Wesley', 'Beryl Madison', 'Cary Harper', 'Sterling Harper', 'Al Hunt']",Paperback,False,403,Pocket Books,November 30th 2004,2/5/1991,[],"67,574","['21629', '28553', '15034', '1808', '550']",97.0,"['Richmond, Virginia (United States)', 'Virginia (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835877l/132336.jpg,595,11,$3.11,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,"6,193",79876.Does_My_Head_Look_Big_in_This_,Does My Head Look Big in This?,False,Randa Abdel-Fattah,3.65,"When sixteen-year-old Amal decides to wear the hijab full-time, her entire world changes, all because of a piece of cloth...Sixteen-year-old Amal makes the decision to start wearing the hijab full-time and everyone has a reaction. Her parents, her teachers, her friends, people on the street. But she stands by her decision to embrace her faith and all that it is, even if it does make her a little different from everyone else.Can she handle the taunts of ""towel head,"" the prejudice of her classmates, and still attract the cutest boy in school? Brilliantly funny and poignant, Randa Abdel-Fattah's debut novel will strike a chord in all teenage readers, no matter what their beliefs.",English,"9,780,000,000,000.00","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Religion', 'Teen', 'Australia', 'Islam', 'Cultural', 'Coming Of Age']",['Amal'],Hardcover,False,360,Orchard Books (NY),May 1st 2007,False,"['Lincoln Award Nominee (2010)', 'Australian Book Industry Award (ABIA) for Older Children (ages 8-14) (2006)']","10,672","['2414', '3753', '3217', '974', '314']",88.0,"['Melbourne, Victoria (Australia)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328866134l/79876.jpg,450,5,$3.31,Fiction,False,Young Adult,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,"3,537",18498576-inside-divergent,Inside Divergent: The Initiate's World,False,"Veronica Roth (Goodreads Author), Cecilia Bernard",4.36,"Veronica Roth's #1 New York Times bestselling novel Divergent is now a major motion picture starring Shailene Woodley, Theo James, and Kate Winslet!This eye-catching volume takes you inside the film version of Divergent. With more than 100 photographs—many never before seen—Inside Divergent will immerse you in the thrilling dystopian world of futuristic Chicago, where you'll meet the initiates and discover the factions.",English,"9,780,000,000,000.00","['Dystopia', 'Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Action', 'Media Tie In', 'Film', 'Romance', 'Post Apocalyptic']",[],Paperback,False,144,Katherine Tegen Books,February 11th 2014,False,[],"18,517","['11242', '4119', '2158', '594', '404']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392175265l/18498576.jpg,924,10,$1.45,Fiction,False,Young Adult,False,False,Fantasy,False,False,Dystopia,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,"11,972",43691.The_Master,The Master,False,Colm Tóibín,3.83,"“Colm Tóibín’s beautiful, subtle illumination of Henry James’s inner life” (The New York Times) captures the loneliness and hope of a master of psychological subtlety whose forays into intimacy inevitably fail those he tried to love.Beautiful and profoundly moving, The Master tells the story of Henry James, a man born into one of America’s first intellectual families who leaves his country in the late nineteenth century to live in Paris, Rome, Venice, and London among privileged artists and writers. With stunningly resonant prose, “The Master is unquestionably the work of a first-rate novelist: artful, moving, and very beautiful” (The New York Times Book Review). The emotional intensity of this portrait is riveting.",English,"9,780,000,000,000.00","['Fiction', 'Historical Fiction', 'Irish Literature', 'Ireland', 'Literary Fiction', 'Historical', 'Novels', 'Literature', 'Contemporary', 'LGBT']",['Henry James'],Paperback,False,339,Scribner,May 3rd 2005,3/14/2004,"['Booker Prize Nominee (2004)', 'Stonewall Book Award for Literature (2005)', 'Los Angeles Times Book Prize for Fiction (2004)', 'Prix du Meilleur Livre Étranger for Roman (2005)', 'International Dublin Literary Award (2006)']","8,840","['2521', '3405', '2061', '639', '214']",90.0,"['London, England', 'Rye, East Sussex, England (United Kingdom)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400931609l/43691.jpg,195,2,$2.52,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,"17,291",330721.Dreaming_of_You,Dreaming of You,The Gamblers of Craven's #2,Lisa Kleypas (Goodreads Author),4.19,"She stood at danger's threshold—then love beckoned her in.In the shelter of her country cottage, Sara Fielding puts pen to paper to create dreams. But curiosity has enticed the prim, well-bred gentlewoman out of her safe haven—and into Derek Craven's dangerous world.A handsome, tough and tenacious Cockney, he rose from poverty to become lord of London's most exclusive gambling house—a struggle that has left Derek Craven fabulously wealthy, but hardened and suspicious. And now duty demands he allow Sara Fielding into his world—with her impeccable manners and her infuriating innocence. But here, in a perilous shadow-realm of ever-shifting fortunes, even a proper ""mouse"" can be transformed into a breathtaking enchantress—and a world-weary gambler can be shaken to his cynical core by the power of passion...and the promise of love.",English,"9,780,000,000,000.00","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Adult', 'Fiction', 'Regency Romance', 'British Literature', 'Audiobook']","['Derek Craven', 'Sara Fielding']",Mass Market Paperback,False,373,Avon,June 30th 2015,1/1/1994,[],"33,954","['15105', '11902', '5599', '1055', '293']",96.0,['England'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443223862l/330721.jpg,117,2,$1.81,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,"32,889",7727548-megan-s-island,Megan's Island,False,Willo Davis Roberts,3.85,"Pack up and leave? ""Tonight,"" when Megan has just one week of school to go until vacation? Megan is used to moving. After all, she's moved a dozen times in her twelve years. But this time is different. They are leaving in the middle of the night, and Megan won't even have a chance to say good-bye to her best friend. What's worse, Megan senses that her mother is frightened. It's almost as if they are running away - but from what?",English,"9,780,000,000,000.00","['Mystery', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Juvenile', 'Realistic Fiction', 'Middle Grade']",[],Hardcover,False,187,Perfection Learning,April 1st 1990,11/6/1988,['Edgar Award for Best Juvenile (1989)'],498,"['138', '176', '159', '22', '3']",95.0,['Lake Michigan (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347388060l/7727548.jpg,92,1,$54.51,Fiction,False,Young Adult,Childrens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,"13,767",7737902-the-ghost-of-crutchfield-hall,The Ghost of Crutchfield Hall,False,Mary Downing Hahn (Goodreads Author),3.99,"When twelve-year-old Florence boards the crowded horse-drawn coach in London, she looks forward to a new life with her great uncle and aunt at Crutchfield Hall, an old manor house in the English countryside. Anything will be better, she thinks, than the grim London orphanage where she has lived since her parents' death. But Florence doesn't expect the ghost of her cousin Sophia, who haunts the cavernous rooms and dimly lit hallways of Crutchfield and concocts a plan to use Florence to help her achieve her murderous goals. Will Florence be able to convince the others in the household of the imminent danger and stop Sophia before it's too late?",English,"9,780,000,000,000.00","['Horror', 'Ghosts', 'Mystery', 'Paranormal', 'Historical Fiction', 'Middle Grade', 'Young Adult', 'Ghost Stories', 'Fantasy', 'Fiction']",[],Hardcover,False,160,Clarion Books,September 6th 2010,1/1/2010,"[""South Carolina Book Award for Children's Book (2013)"", ""Iowa Children's Choice Award Nominee (2013)""]","6,137","['2403', '1853', '1398', '391', '92']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348372367l/7737902.jpg,181,2,$3.71,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes,1.0
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,"37,235",19401029-waterfall,Waterfall,Teardrop #2,Lauren Kate (Goodreads Author),3.23,"Eureka’s tears have flooded the earth, and now Atlantis is rising, bringing with it its evil king, Atlas. Eureka is the only one who can stop him, but first she must learn how to fight. She travels across the ocean with Cat, her family, and Ander, the gorgeous and mysterious Seedbearer who promises to help her find Solon, an enigmatic lost Seedbearer who knows how to defeat Atlas.Once on land, Eureka is taunted by gossipwitches, a group of displaced Atlantean sorceresses, and ambushed by locals struggling to survive amid the destruction her tears have wrought. And she feels no closer to facing Atlas or saving the world when Solon lets slip that love is Ander’s weakness, and that any affection he feels toward her makes him age faster.Trying to make sense of the dark world her sorrow has created, Eureka receives startling insight from an enchanted pond. Her bewildering reflection reveals a soul-crushing secret: if she’s strong enough, Eureka can draw on this knowledge to defeat Atlas—unless her broken heart is just what he needs to fuel his rising kingdom...",English,"9,780,000,000,000.00","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Mythology', 'Fiction', 'Magic', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']",[],Hardcover,False,336,Delacorte Books for Young Readers,October 28th 2014,False,[],"7,078","['1413', '1559', '2081', '1316', '709']",71.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409821976l/19401029.jpg,87,1,$5.20,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,True,False,False,1.0
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,"9,919",3068.The_Assistant,The Assistant,False,"Bernard Malamud, Jonathan Rosen (Introduction)",3.89,"Bernard Malamud’s second novel, originally published in 1957, is the story of Morris Bober, a grocer in postwar Brooklyn, who “wants better” for himself and his family. First two robbers appear and hold him up; then things take a turn for the better when broken-nosed Frank Alpine becomes his assistant. But there are complications: Frank, whose reaction to Jews is ambivalent, falls in love with Helen Bober; at the same time he begins to steal from the store.Like Malamud’s best stories, this novel unerringly evokes an immigrant world of cramped circumstances and great expectations. Malamud defined the immigrant experience in a way that has proven vital for several generations of writers.",English,"9,780,000,000,000.00","['Fiction', 'Classics', 'Jewish', 'Literature', 'Novels', 'American', 'Americana', 'Literary Fiction', 'The United States Of America', 'New York']",[],Paperback,False,246,Farrar Straus and Giroux,July 7th 2003,10/28/1957,"['National Jewish Book Award for Fiction (1958)', 'Rosenthal Family Foundation Award (1958)', 'National Book Award Finalist for Fiction (1958)']","9,459","['2759', '3777', '2246', '520', '157']",93.0,"['Brooklyn, New York City, New York (United States)', 'New York State (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411778913l/3068.jpg,256,3,$5.35,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,"4,273",82895.A_Man,A Man,False,Oriana Fallaci,4.35,"""What's the point anyway — Of suffering, dying? It teaches us to live, boy. A man who does not struggle does not live, he survives."" (quote from the book)The book is a pseudo-biography about Alexandros Panagoulis written in the form of a novel. Fallaci had an intense romantic relationship with Panagoulis. She uses the novel to put forth her view that Panagoulis was assassinated by a vast conspiracy, a view widely shared by many Greeks.",English,"9,780,000,000,000.00","['Fiction', 'Italian Literature', 'Novels', 'Italy', 'Literature', 'Romance', 'Historical Fiction', 'Classics', 'Politics', 'Contemporary']",[],Unknown Binding,False,463,Simon & Schuster,January 1st 1980,10/28/1979,[],"3,703","['2030', '1120', '423', '93', '37']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388426472l/82895.jpg,723,8,$7.65,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,"45,474",25629831-two-little-boys,Two Little Boys,Ted Darling Crime Series #2,L.M. Krier (Goodreads Author),4.43,"In his darkest and most complex case to date, DI Ted Darling has to confront demons from his own past when investigating the brutal murder of a young boy. As more deaths follow, he realises he is up against powerful people who believe themselves to be above the law, and starts to feel out of his depth. At the same time he has to cope with a new boss, much more formal than his old one, who increasingly makes him feel he's not up to the challenge. It all starts to put an intolerable strain on Ted's long-term stable relationship with his partner, Trevor.",English,B00YHBMGMI,"['Mystery', 'Crime', 'M M Romance', 'M M Mystery', 'Thriller', 'Detective', 'British Literature']",[],Kindle Edition,False,257,Amazon Digital Services,June 13th 2015,False,[],576,"['334', '175', '51', '11', '5']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432971448l/25629831._SX318_.jpg,66,1,False,False,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,True,False,False,False,False,False,False,Yes,1.0
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,"18,643",960713.Trust_Me,Trust Me,False,Lesley Pearse,4.44,"Does family always come first?Two young sisters sent far, far from home ...When tragedy deprives little Dulcie Taylor and her sister May of their parents, they are sent first to an orphanage and then shipped off to begin a new life in Australia. But the 'better life' the sisters are promised in this new and exciting country turns out to be a lie.It seems everyone who ever stood up for them, who ever said 'trust me', somehow betrays that trust: their parents, teachers and the sisters at the convent. But then Dulcie meets Ross, another orphanage survivor, and finds a kindred spirit. Can Dulcie ever get over the pain of the past and learn to trust again? And does she have the strength to fight for her own happiness as well as that of her sister?",English,"9,780,000,000,000.00","['Fiction', 'Romance', 'Historical Fiction', 'Historical', 'Chick Lit', 'Historical Romance', 'Drama', 'Contemporary', 'Novels', 'Australia']",[],Paperback,False,709,Penguin Books,"$2,001.00",False,[],"2,709","['1599', '790', '248', '48', '24']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1179829492l/960713._SY475_.jpg,100,1,$2.78,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,True,False,False,1.0
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,"45,774",405980.Forty_Stories,Forty Stories,False,"Donald Barthelme, Rick Moody (Introduction), Dave Eggers (Introduction)",4.20,"William H. Gass has written of Donald Barthelme that ?he has permanently enlarged our perception of the possibilities open to short fiction.? In Forty Stories, the companion volume to Sixty Stories, we encounter a dazzling array of subjects: Paul Klee, Goethe, Captain Blood, modern courtship, marriage and divorce, armadillos, and other unique Barthelmean flights of fancy. These pithy, brilliantly acerbic pieces tangle with the ludicrous, pose questions that remain unresolved, and challenge familiar bits of language heretofore unexamined. Forty Stories demonstrates Barthelme?s unrivaled ability to surprise, to stimulate, and to explore.",English,"9,780,000,000,000.00","['Short Stories', 'Fiction', 'American', 'Literature', 'Literary Fiction', '20th Century', 'Classics', 'The United States Of America', 'Collections', 'Fantasy']",[],Paperback,False,272,Penguin Classics,January 25th 2005,11/6/1987,[],"3,214","['1460', '1133', '458', '114', '49']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309206702l/405980.jpg,64,1,$16.38,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,"11,095",10283764-eternity-embraced,Eternity Embraced,Demonica #3.5,Larissa Ione (Goodreads Author),4.03,"
  Desire...
Demon slayer Andrea Cole has always taken down the demons and vampires she hunts without mercy. But when a fellow slayer is captured and turned into a vampire by a sadistic monster, she must choose between loyalty to her family and the man she loves.
  Versus Instinct...
Kaden Quinn has dedicated his life to slaying vampires, so when he is turned into one, his greatest nightmare comes to life. And when the woman he loves is thrown into a dungeon with him ― as food ― he must battle new instincts and old desires, and choose between his life, and hers.PLEASE NOTE: This is a short novella that originally appeared in The Mammoth Book of Vampire Romance 2 and the anthology Vampires in Love. It has been expanded for its stand-alone digital release. In the Demonica timeline, it falls between book 3, Passion Unleashed, and book 4, Ecstasy Unveiled, though it can easily be read without having read the Demonica novels.",English,B004K6MMCY,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Demons', 'Fantasy', 'Adult', 'Urban Fantasy', 'Novella', 'Short Stories']","['Andrea Cole', 'Kaden Quinn']",Kindle Edition,False,44,Larissa Ione,January 20th 2011,False,[],"5,906","['2218', '2001', '1377', '256', '54']",95.0,"['Portland, Oregon (United States)', 'New York City, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327896087l/10283764.jpg,203,3,False,False,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,True,False,False,1.0
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,"6,622",17191012-fallen-crest-family,Fallen Crest Family,Fallen Crest High #2,Tijan (Goodreads Author),4.26,"Samantha and Mason are together. Everyone knows it. Not everyone is dealing with it. While Mason’s ready to give them the middle finger, there’s one not going away. Her mother. Threats are issued. Ultimatums are given. Even blackmail is used, but only Samantha can put a stop to Analise. However, when a trauma from her past is triggered, she may not have the courage or strength to do what’s needed. If she doesn’t, Mason’s future could be destroyed.",English,B00DHT1OOM,"['Romance', 'New Adult', 'Young Adult', 'High School', 'Contemporary', 'Contemporary Romance', 'Sports', 'Abuse', 'Drama', 'Young Adult Romance']",[],Kindle Edition,False,287,False,June 18th 2013,False,[],"27,901","['14085', '8588', '4005', '940', '283']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370197330l/17191012.jpg,406,5,False,False,False,Young Adult,False,New Adult,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,"27,591",569050.The_Thief_of_Kalimar,The Thief of Kalimar,False,Graham Diamond (Goodreads Author),3.43,"An epic adventure in the world of speculative fiction.Ramagar was a thief--a thief of thieves. One night he became the owner of a prize beyond his wildest dreams, taking he and his partner, Mariana, upon an incredible journey to free a once-proud land shrouded in darkness for centuries.",English,"9,780,000,000,000.00",['Fantasy'],[],Mass Market Paperback,False,382,Fawcett,August 12th 1979,10/30/1979,[],72,"['14', '19', '25', '12', '2']",81.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271111443l/569050.jpg,96,1,$2.98,False,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Yes,1.0
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,"12,781",27223433-limits-of-destiny,Limits of Destiny,Limits of Destiny #4,Sharlyn G. Branson (Goodreads Author),4.47,"What are the thresholds of pain tolerance? Alexia feels empty inside – all the joys she’d experienced before are gone. She realizes her recovery will take a long time and she has no right to drag Alexander – the only man she’s ever truly loved – down the hole of her own despair. Alexia must forget her ordeal if they are to be happy together again. But will she be strong enough to forget what has happened to her? Or will she lose everything? Alexander Kraftberg is a man of strong character who has money and power, and won’t stop at anything to achieve his goals. He loves Alexia and is determined to do whatever it takes to maintain his relationship with her. But their future together is in the hands of his beloved.",English,B016QTOFEA,"['Romance', 'Contemporary Romance', 'Contemporary']",[],Kindle Edition,False,179,Sharlyn G. Branson,October 15th 2015,False,[],150,"['99', '31', '14', '4', '2']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445076022l/27223433._SY475_.jpg,190,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,"26,087",137670.Lovers_Players,Lovers & Players,False,Jackie Collins,3.90,"Dangerous sex, family secrets, irresistible power, mega money, and two murders equal one reckless week in New York...In Lovers & Players, the Diamond family rules. Red Diamond is an abusive and much-loathed billionaire. His three sons, Max, Chris, and Jett, are summoned to New York for a family meeting which rocks their world.Diahann, a beautiful black ex-singer, works as Red's housekeeper-a job her daughter, Liberty, does not approve of. A waitress and would-be singer herself, Liberty has dreams of her own and while she pursues them, Damon P. Donnell, married hip-hop mogul supreme, pursues her.Young New York heiress Amy Scott-Simon is engaged to marry Max. At her bachelorette party she runs into Jett. Jett has no idea who Amy is. She also doesn't realize who he is. A one-night fling leads to major complications.Now the lives of these characters will intertwine, forever changing their destinies, in this highly charged love story about family relationships and deadly choices.""A decadent concoction sure to appeal...a fast lane take on the lives of the rich and fabulous.""-Kirkus Reviews",English,"9,780,000,000,000.00","['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Drama', 'Mystery', 'Adult', 'Contemporary Romance', 'Novels', 'Womens Fiction']",[],Paperback,False,560,St. Martin's Paperbacks,August 29th 2006,10/3/2005,[],"5,213","['1777', '1698', '1301', '337', '100']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316729612l/137670.jpg,97,1,$2.86,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,True,False,True,False,False,1.0
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,905,414999.Childhood_s_End,Childhood's End,False,Arthur C. Clarke,4.11,"The Overlords appeared suddenly over every city--intellectually, technologically, and militarily superior to humankind. Benevolent, they made few demands: unify earth, eliminate poverty, and end war. With little rebellion, humankind agreed, and a golden age began.But at what cost? With the advent of peace, man ceases to strive for creative greatness, and a malaise settles over the human race. To those who resist, it becomes evident that the Overlords have an agenda of their own. As civilization approaches the crossroads, will the Overlords spell the end for humankind . . . or the beginning?",English,"10,000,000,000,000.00","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Aliens', 'Dystopia', 'Fantasy', 'Audiobook', 'Novels', 'Speculative Fiction']","['Rikki Stormgren', 'Karellen', 'Jan Rodricks']",Mass Market Paperback,False,224,Del Rey Books,May 12th 1987,8/28/1953,['Retro Hugo Award Nominee for Best Novel (2004)'],"130,499","['51379', '49341', '23535', '4741', '1503']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628l/414999.jpg,"7,498",101,False,Fiction,False,False,False,False,Fantasy,False,False,Dystopia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
