,ID,description,university,relationships,break ups,divorce,weddings,death,family,friendship
32,"46,550","For fans of Lemony Snicket s Series of Unfortunate Events and Trenton Lee Stewart s Mysterious Benedict Society comes the fourth book in the Incorrigible Children of Ashton Place, the acclaimed and hilarious Victorian mystery series by Maryrose Wood.In The Interrupted Tale, Miss Penelope Lumley receives an invitation to speak at the annual Celebrate Alumnae Knowledge Exposition (or CAKE) at the Swanburne Academy for Poor Bright Females. Optoomuchstic as ever, Penelope hopes to give her CAKE talk, see some old friends, and show off the Incorrigible children to Miss Mortimer, but instead she finds her beloved school in an uproar.And when Penelope is asked by the Swanburne Academy board of trustees to demonstrate the academic progress of her three wolfish students so the board can judge the true worth of a Swanburne education, the future of her alma mater and of her job as governess to the Incorrigibles hangs in the balance.",False,False,False,False,False,False,False,True
33,"31,660","Jackson Bryant, the millionaire plaintiff lawyer who turned to pro bono work in Dead Peasants, is caught up in the collision of money and politics when he receives a call from his old army buddy Walt Frazier. Walt needs his assistance in evaluating security for Texas Governor Rob Lardner at a Halloween costume fundraiser thrown by one of the nation's richest Republican billionaires at his mansion in Fort Worth.Miriam Van Zandt is the best marksman among The Alamo Defenders, an anti-government militia group in West Texas. She attends the fundraiser dressed as a cat burglar--wounds the governor and murders the host's brother, another Republican billionaire. She is shot in the leg but manages to escape.Jack is appointed special prosecutor and must call on the Texas DPS SWAT team to track Van Zandt and attack The Alamo Defenders' compound in a lonely part of West Texas. Van Zandt's father, founder of the Defenders, is killed in the attack and Miriam is left in a coma. The authorities declare victory and close the case-but Jack knows better. The person behind the Halloween massacre has yet to be caught. When Walt and the protective detail are sued by the fundraiser host and the widow of the dead man, Jack follows the dark money of political contributions from the Cayman Islands to Washington to Eastern Europe, New York and New Orleans to track the real killer and absolve his friend and the Protective Detail of responsibility for the massacre.Dark Money is a thriller, a mystery and an expose of the corruption of money in politics caused by the Supreme Court's decision in Citizens United.",False,False,False,False,False,False,False,True
34,"1,975","Ira Levinson is in trouble. At ninety-one years old, in poor health and alone in the world, he finds himself stranded on an isolated embankment after a car crash. Suffering multiple injuries, he struggles to retain consciousness until a blurry image materializes and comes into focus beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together – how they met, the precious paintings they collected together, the dark days of WWII and its effect on them and their families. Ira knows that Ruth can’t possibly be in the car with him, but he clings to her words and his memories, reliving the sorrows and everyday joys that defined their marriage.A few miles away, at a local rodeo, a Wake Forest College senior’s life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward -- even life and death – loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans -- a future that Luke has the power to rewrite . . . if the secret he’s keeping doesn’t destroy it first.Ira and Ruth. Sophia and Luke. Two couples who have little in common, and who are separated by years and experience. Yet their lives will converge with unexpected poignancy, reminding us all that even the most difficult decisions can yield extraordinary journeys: beyond despair, beyond death, to the farthest reaches of the human heart.",True,True,True,False,False,True,True,False
35,"25,046","Based on the blockbuster Xbox game, this is the stunning story of the men and women who stood between a planet and total destruction–and now have to face the consequences of their actions.After a brutal fifteen-year war for survival, the Coalition of Ordered Governments is forced to destroy mankind’s last city in a final bid to stop the Locust Horde. As the survivors flee Jacinto, they must contend with the last of the Locust, bent on vengeance, as they struggle to stay alive in an icy wilderness. Marcus Fenix, Dom Santiago, and their fellow Gears fight to get Jacinto’s refugees to a safe haven, but find themselves in a lawless new world where the enemy is human–and as desperate and dangerous as any grub.From the Trade Paperback edition.",False,False,False,False,False,False,False,False
36,"41,388","In the Town Without Pity, good men are hard to find. Enter Wallace, a man of mystery. He's a nice guy who's very good at killing people. Out for an evening drive along the beach, he meets the woman of his dreams -- and she's trying to kill herself. Why? And who are the shadowy cabal of power brokers who wrench her from his arms? When will all hell break loose? Comics legend Frank Miller, creator of the groundbreaking Batman: The Dark Knight Returns, pounds out his longest Sin City graphic novel to date, a bare-knuckle barrage of brutal action, dark secrets, and heroic sacrifice. What the hell -- it's a love story Includes color sections and pinups by a who's who of comics luminaries, including Lynn Varley's first actual comics illustration.",False,False,False,False,False,False,False,False
37,"4,674","Alistair MacLeod musters all of the skill and grace that have won him an international following to give us No Great Mischief, the story of a fiercely loyal family and the tradition that drives it.Generations after their forebears went into exile, the MacDonalds still face seemingly unmitigated hardships and cruelties of life. Alexander, orphaned as a child by a horrific tragedy, has nevertheless gained some success in the world. Even his older brother, Calum, a nearly destitute alcoholic living on Toronto's skid row, has been scarred by another tragedy. But, like all his clansman, Alexander is sustained by a family history that seems to run through his veins. And through these lovingly recounted stories-wildly comic or heartbreakingly tragic-we discover the hope against hope upon which every family must sometimes rely.",False,False,False,False,False,False,True,False
38,"27,575","Olivia Kidney has been through a lot. Being able to communicate with ghosts means never a dull moment—or a normal life. But just when things have calmed down, Olivia’s father insists she enroll at one of the most prestigious arts schools in Manhattan! Yet her school problems take a backseat when Olivia must help her friend Frannie solve an age-old mystery, one that forces her deep underground into the infamous, intricate subway system of New York City. And what awaits her makes ghosts look like child’s play. Favorite characters return in this wild, funny, completely unforgettable adventure. Olivia Kidney remains one of the freshest heroines in children’s literature.",False,False,False,False,False,False,False,True
39,"1,879","A storm struck on the night Laura Shane was born, and there was a strangeness about the weather that people would remember for years. But even more mysterious was the blond-haired stranger who appeared out of nowhere – the man who saved Laura from a fatal delivery. Years later – another bolt of lightning – and the stranger returned, again to save Laura from tragedy. Was he the guardian angel he seemed? The devil in disguise? Or the master of a haunting destiny beyond time and space?",False,False,False,False,False,False,False,False
40,"12,064","From the celebrated imagination of Dean Koontz comes a powerful reworking of one of the classic stories of all time. If you think you know the story, you know only half the truth. Get ready for the mystery, the myth, the terror, and the magic of…Dean Koontz's Dead and AliveA devastating hurricane approaches New Orleans and Victor Helios, once known was Frankenstein, has unleashed his benighted creatures onto the streets. As New Orleans descends into chaos, his engineered killers spin out of control, and the only hope rests with Victor's first and failed attempt to build the perfect human, whose damned path has led him to the ultimate confrontation with his pitiless creator. But first, Deucalion must destroy a monstrosity not even Victor's malignant mind could have imagined—an indestructible entity that steps out of humankind's collective nightmare with one purpose: to replace us.From the Paperback edition.",False,False,False,False,False,False,False,False
41,"13,940","Sequel to the NY TIMES Bestseller, The Akhenaten Adventure. John and Phillipa Gaunt, 12 year old twins who recently discovered themselves to be descended from a long line of djinn (which are commonly called genies) and who are now in possession of great magical powers, have only just returned from their adventures battling an evil djinn in Cairo and London. Now the mystery surrounding a powerful book of djinn magic lures the twins straight into their next extraordinary adventure. 8.5 x 5.25 x 1.2""",False,False,False,False,False,False,True,False
42,"17,810","A mysterious and fearsome creature called the Ignormus is living in the Big Woods. No one has actually gotten a good look at it but, because of the Ignormus, the animals live in terror of going into the Big Woods. Freddy the Pig makes the mistake of borrowing Mr. Bean's gun without permission for protection in the Big Woods and loses it. To make matters worse, someone leaves a bag of stolen oats in the pig pen and everyone, including Mr. Bean, believes that Freddy is the thief. From 1927 to 1958, Walter R. Brooks wrote 26 books starring one of the great characters in American children's literature: Freddy the Pig. The Freddy books, widely beloved as classics and deemed the American equivalent of the Pooh stories, are a remarkable achievement in children's literature.",False,False,False,False,False,False,False,True
43,"4,842","In a land threatened by treacherous war and beset by demons, royal dowager Ista, released from the curse of madness and manipulated by an untrustworthy god, is plunged into a desperate struggle to preserve the endangered souls of a realm. ",False,False,False,False,False,False,False,False
